,company,idandtype,review_counts,reviewid,date,total_rating,interest_sat,online_sat,prof_sat,service_sat,review
84,kebhana,229MORT,24,6183,2016. 04. 13.,3.25,3,3,3,4,"작년 12월 주택대출을 받았습니다. 금액은 8,000만원에 2.8% 금리였습니다. 주거래은행음 아니었지만 전에 전세자금대출을 이용한 적이 있어 이번에도 이용하게 되었습니다. 전화문의시 친절은 했으나 담당자 통화가 약간 어려운 경우가 있었습니다. 사실 대출상담시 자세한 조건이나 내용 등이 이해가 안될 때가 종종 있는데 그런 부분에 대한 추가설명 등이 부족해 아쉬웠습니다."
85,kebhana,229MORT,24,6184,2016. 04. 13.,3.0,3,3,3,3,그냥별로딱히좋은점도나쁜점도없는그냥그런상품에서비스..없는 놈이별거있나..억울하면돈벌어라..
86,kebhana,229MORT,24,6185,2016. 04. 13.,3.0,3,3,3,3,"금액이많다보니까

이자가조금이라도

적은은행을선택햇던거같다"
87,kebhana,229MORT,24,6186,2016. 04. 13.,4.0,4,3,4,5,"신혼집 구매로 담보대출을 받게되었는데,

은행직원분이 저희 퇴근시간까지 기다려주시고, 설명도 너무 친절하게 해주셔서 너무 감사했습니다. 금리도 낮고 친절한 하나은행 좋아요~"
88,kebhana,229MORT,24,6187,2016. 04. 13.,5.0,5,5,5,5,신혼집 전세자금대출을 알아보다보니 1억이넘는 금액일경우 대출조건도 까다롭고 요구하는 서류도 꽤 많더라고요.우연히 지인의소개로 하나은행을 갔는데 주거래은행일경우 금리할인혜택도 많이 해주고요. 변동금리이긴 했지만 낮은 금리로 친절한 직원분이 잘 설계해주신것 같습니다.
89,kebhana,229MORT,24,6188,2016. 04. 13.,3.75,3,4,4,4,기존 다른 은행에서 대출받고 있었는데 금리가 너무비싸서 알아보던중 주 거래은행이고 다른 은행에 비해 금리도 저렴한것 같아  상당받아보려고 갔더니 직원분도 넘 친절히 설명도 잘해주시고 넘 좋았어요~~~ 대출 받아야하는 상황이시라면 상담 받아보이구 이몽해보시면 좋을듯 합니다~~
90,kebhana,229MORT,24,6189,2016. 04. 13.,3.25,3,3,3,4,"부모님이 새마을금고에서 받은 대출 금리가 5%대여서 갈아타기 위해 담보대출을 찾다가 하나은행이 제일 저렴하여 대출을 받게 되었습니다. 당시 금리가 낮은 상황이라서 고정금리로 하려했지만, 변동금리 상품이 금리가 더 낮아 6개월 변동금리로 대출을 받았는데요. 몇 개월 후, 정부에서 고정금리 주택담보 대출자 대상으로 2% 초반대 금리로 갈아타게 해주는 정책이 시행되었는데, 변동금리 대출자는 대상자에 해당되지 않아 아쉬웠습니다. 이 대출의 단점은 우대금리 조건으로 하나카드 발급 및 30만원 이상 매달 사용이 있어서 지금도 계속 30만원씩 사용하고 있는 점이구요. 장점은 보통 2년간은 원금을 많이 상환할 수 없게 되어있는데, 이 대출상품은 1년에 1천만원 한도로 자유롭게 상환할 수 있는 점입니다. 끝!"
91,kebhana,229MORT,24,6190,2016. 04. 13.,4.0,4,4,4,4,기존에 이용중인 주택담보대출이 고정금리 4.65%로 많이 비싸서 금리대환 및 추가대출목적으로 대출을 받았습니다. 제출서류도 간편하고 대출심사까지 소요되는 시간이 적어 만족스러웠습니다.
92,kebhana,229MORT,24,6191,2016. 04. 13.,3.75,4,4,3,4,부동산 중계소에서 추천했고 창구 직원이 대출 할인방법설명해주었으나 실제 거래시 적용돼지 않은것이 많아 아쉬웠다
93,nh,711MORT,30,7059,2016. 04. 13.,4.0,4,4,4,4,주택담보 대출을 받았는데 대출 상담 및 안내 서류 친절하게 설명해줌
94,nh,711MORT,30,7060,2016. 04. 13.,2.5,2,3,2,3,"주택담보를 받았는데 금액이 높게 나옴 하지만, 금리가 비쌈"
95,nh,711MORT,30,7061,2016. 04. 13.,3.0,3,3,3,3,"주택대출을 받았는데 대출 상담을 편하게 해줬다 하지만, 우대 금리에 대한 필요 서비스가 많다"
96,nh,711MORT,30,7062,2016. 04. 13.,3.0,3,3,3,3,"친절한 응대 하지만, 많은 상품에 가입했다 금리가 비싸다"
97,nh,711MORT,30,7063,2016. 04. 13.,2.5,3,2,2,3,"지인 소개로 대출한도가 높았음, 단점은 한도는 높게 받았지만, 금리가 너무 비쌌다"
98,nh,711MORT,30,7064,2016. 04. 13.,4.5,4,4,5,5,"일반 주택대출보다 금리가 월등히 낮아서 좋다, 단점은 주거래은행임에도 불구하고 우대해주는 게 많지 않다"
99,nh,711MORT,30,7065,2016. 04. 13.,4.0,4,4,4,4,"대출에 관해서 이런저런 설명을 자세히 해주어서 좋다, 단점은 대출을 갈아탈 수 없도록 되어 있어서 다른 금리가 더 낮은 상품이 나와도 기존 상품 그대로 써야 한다"
100,nh,711MORT,30,7066,2016. 04. 13.,3.0,3,3,3,3,"은행 지점이 많아 편리하고 안정적임, 단점은 대출 금리가 너무 높다는 생각이 든다"
101,nh,711MORT,30,7067,2016. 04. 13.,3.25,3,3,3,4,"대출상담에 매우 친절하고  상환기간에 따른 이자율에 대해  자세히 설명함, 단점은 중앙회와 단위농협으로 나누어있어  업무 통합성이 떨어지는지 똑같은 대출상품에 문의를 드려도  지점마다  대출 조건이나 이자율에 대해 다른 설명을 해줌"
102,nh,711MORT,30,7068,2016. 04. 13.,3.75,4,4,4,3,"대출상담시 상담사가 무시하는 투로 응대하여 기분이 썩좋지 않았음, 단점은 대출창구는 대체적으로 친절하지가 않았음"
103,nh,711MORT,30,7069,2016. 04. 13.,3.5,3,3,4,4,"국민은행이 주거래 은행이나 가입 시 농협에서 주택담보대출이 조금 더 저렴해서 가입하게 되었음. 직원들도 상당히 친절함, 단점은 오래 이용해도 주택담보대출 받을 때 이율이나 수수료 등 우대서비스가 생각보다 너무 없다."
104,nh,711MORT,30,7070,2016. 04. 13.,2.5,2,2,3,3,"대출 상담해주신 담당자분은 참 친철하시고 설명도 잘해주셔서 주택담보대출 받는데 많은 도움이 되었다. 그런데 고정금리가 낮아서.. 변동금리를 골랐는데 너무 수시로 변경되어 체크하기가 어렵고, 변동금리가 가입한 이래 계속 오르고 있어서 바꿔야 하나 고민이다."
105,nh,711MORT,30,7071,2016. 04. 13.,3.75,5,2,4,4,"어머니 이가 안좋으셔서 임플란트를 10개이상 한번에 해야하는 목돈이 필요하여 대출을 받게되었다

이전에 이미 잡혀있었던 sc제일 은행 주택대출이있었는데 금리가 4퍼센트대인데 반해 농협에서 알아본 대출금리가 아주 좋은조건이어서 농협에서 대출받아 제일은행 대출을 정리하고 추가로 대출받았다. 

금리가 생각보다 아주 좋아서 만족하고 이용중이다"
106,nh,711MORT,30,7072,2016. 04. 13.,3.0,3,3,3,3,"이사하면서 주택 대출을 받게되었는데

신용등급 평가해보니 대출 가능하다고 연락받았습니다. 그래서 주거래은행은 아니지만 농협에서 1억정도 대출받았습니다.

이자일이 되면 미리 문자로 연락을 줘서 납입하고 있습니다. 쉽게 대출을 받았지만 빨리 상환하고 싶네요"
107,nh,711MORT,30,7073,2016. 04. 13.,3.75,4,3,4,4,결혼을 하게 되어 집을 구하려하는데 마침 디딤돌대출이라고 하는걸 알게되었어요. 연봉이 5천이하가 되는 사람이 받을수있는 대출이라 하드라구여. 주거래은행이 농협이라 별 생각없이 대출을 받았고 지금도 돈을 갚고 있어요. 돌이켜생각해보면 다양한 은행들이 많고 대출상품도 정말 많은데 별 조사하지 않고 덥썩 돈을 빌리지 않았나 하는생각도 들어요. 창구직원의 설명을 듣긴들었지만 아직 금융상식이 부족해사 이해가 안되는 부분도 있었거든요. 다음에 대출을 하게 된다면 금융에 대해 공부를 더해보고 하는게 좋을거같아요~
108,nh,711MORT,30,7074,2016. 04. 13.,4.0,3,4,4,5,직원도 성실하고 친절하고 금리도 당일에 0.01 하락한것까지 적용해줘서 좋았음. 다만 다른 상품들도 그런지 모르겠으나 잔금일까지 소식이 없어서 조금 불안하기는 했음. 
109,nh,711MORT,30,7075,2016. 04. 13.,5.0,5,5,5,5,전세로살던중 매매얘기가나와서 주택구입하게 되었는데 생애최초대출이 가능한 상태여서 농협에상담하게되었는데 담당직원분이 최저금리와 상환능력에 따른 상환방법등을 적절히 상담해주어 별의견차없이 바로 서류접수 승낙받았음.  매매당일 은행에서 바로매도인에게 송금처리해주어 큰불편없었다.  그 이후로 주거래은행으로 이용하고있다
110,nh,711MORT,30,7076,2016. 04. 13.,3.75,3,4,4,4,주택구입시 대출기간이 짧아서 만기일도래로 대출을받아 상환해야하는데 타은행권은 대출이안되고 기존대출은행이였던 농협만이 대출이 가능하다고 해서 대출을 받았어요 1금융권이 이자율이 낮긴하지만 대출이 불가능하다니 그림의 떡이네요...아파트가아닌 주택은 대출도 잘되지 않고 서민에게는 1금융권의 벽이  너무 높네요. 농협에서 가능해서 사금융은안쓰게되어   다행이라고 생각합니다..!!!
111,nh,711MORT,30,7077,2016. 04. 13.,3.0,2,3,3,4,주택구입에 급하게 대출을받게 되었지만 원하는 금액만큼 대출도 어려웠고 요즘 금리도 낮다는데 이자금리가 너무 높은거같았음.
112,nh,711MORT,30,7078,2016. 04. 13.,3.75,3,4,4,4,"신혼집 계약 후 입주 전 대출이 필요하여 단체 대출이 가능한 하나은행, 농협생명 중 집 값의 70%이상 대출이 가능하고, 금리가 낮은 농협생명을 이용하여 대출 진행했습니다. 단체 대출이다 보니 구비서류 및 필요사항을 잘 정리해서 전달해 주시고 요청하는 장소로 오셔서 설명 및 진행사항을 전달해주시고 궁금한 것을 전화로 문의하면 대출 담보 주택에 대한 이해가 높아 궁금한 점에 대해 잘 설명해 주셔서 이용하는데 크게 불편하지 않았습니다."
113,nh,711MORT,30,7079,2016. 04. 13.,3.0,2,3,3,4,요즘 전세도없고 거의월세인데 매달멏십만원씩  월세를 낼바엔 주택담보대출이자가 더 저렴하면서 내집 마련도하고 자주이사를 다니지않아 이사비용도 절감하고 이래저래 더 나은것 같아 대출받아 집을 구입하게됐다
114,nh,711MORT,30,7080,2016. 04. 13.,3.25,3,3,4,3,새로운 아파트를 분양 받는데 일부 금액이 모자라 대출을 받게 되었다. 전화로 필요한 서류에 대한상담을 했으나 추천하고 싶은 방법은 한번 내방해서 상담받고 두번째 구비서류를 가지고가서 마무리하는것이 좋은것 같다. 
115,nh,711MORT,30,7081,2016. 04. 13.,3.5,3,5,3,3,자동이체. 인터넷뱅킹업무등. 대출관련업무에 대해 은행방문없이 전문가가 직접와서 서류적성받아가서. 시간적으로 매우 편리해서 좋앗음
116,nh,711MORT,30,7082,2016. 04. 13.,3.5,3,3,4,4,"주택담보대출을 받을려고 알아보니 그중에 금리가 제일 낮아 좋았다

그러나 나는 은행창구에서 직접진행하는줄 알았으나 따로있는 사무실에서 대출상담사란분이 대출을 진행해주어서 조금은 걱정스러웠다

그리고 도장을 찍을때도 너무많았다"
117,nh,711MORT,30,7083,2016. 04. 13.,2.5,2,3,2,3,2012년 5월 친정근처로 이사를 하면서 집을 구입하였는데 부동산 소개로 농협에 담보대출을 받게되었다 처음 구입하는거라 여기저기 알아보고 할것을 부동산만 믿고 대출받아 아쉽다 30년상환에 6개월 변동금리이고 우대금리받기위해 이것저것 상품가입을 권유받았다 
118,nh,711MORT,30,7084,2016. 04. 13.,3.25,3,2,5,3,주택을 구입하는 과정에서 기준 주택이 안팔려서 대출 받게 되었는데 대출액과 금리에 대해 상세히 설명 들었고 기존 주택이 팔리면 중도 상환 할경우 중도 상황 수수료에 설명해주며 여러 상품중에 좋은 조건을 추천해주어서 좋았으며 대출 상환일을 급여일에  맞출수 있게 설명을 들었으면 대출상환일을  급여일과 같이 하면 번거롭지않게 상환할수 있는데 그것에  대한 설명 아쉬웠다 상환일 처음 정하면 급여일로 변경안된다고 함
119,nh,711MORT,30,7085,2016. 04. 13.,3.25,4,1,4,4,급하게 상가를 매매를 하게되었는데 상가매매대출을 받고 아파트 담보대출을 받아 상가 매매하였음
120,nh,711MORT,30,7086,2016. 04. 13.,4.25,3,4,5,5,위례 신도시 분양 중도금 대출을 진행하였으며 은행직원이 모델하우스로 직접나와 거기서 결정하고 진행하였습니다.
121,nh,711MORT,30,7087,2016. 04. 13.,3.25,3,3,4,3,집대출을받아~70%로부족했단금액을받을수있어사좋았다^^금리도그렇게높진않은거같아서~만족스럽다
122,nh,711MORT,30,7088,2016. 04. 13.,3.75,4,3,4,4,"중도상환수수료가 제일 낮아서 (1%) 좋았다. 1년에 중도상환수수료 면제(대출금액30%)도 해줘서 단기만 사용할 주택담보대출로는 아주 좋았다.
고정금리 거치기간이 3,5년이라 바로 갚을 수 없는 사람에게는 좀 불리한 조건이다."
123,samsung_life,883MORT,7,7705,2016. 04. 13.,4.0,4,3,4,5,"작년 지인 소개로 저렴한 이자가 있다고 해서

삼성생명으로 주택 담보대출 전환대출을 받았는데요 다른 추가 상품 구매없이 우대 금리 받아서 기쁘네요

창구 직원분들도 친절하시고 콜센터 응대도 좋구요 "
124,samsung_life,883MORT,7,7706,2016. 04. 13.,3.75,3,4,4,4,"집주인이 작년 12월경 전세집을 비워달라고 해서 급하게 집을 매매하면서 대출을 알아보게 되었습니다.  여러은행하고 비교해보니 은행은 은행카드를 사용해서 실적이 있어야하는 등 조건이 까다로웠는데, 급하게 준비하는 거라  이러한 부가조건이 없는 삼성생명 대출을 이용하게 됐습니다.  담당하시는 분이  상환기간이라든가  대출금리 줄어드는 내용이라든지  자세히 알려주시고 문서도 꼼꼼히 챙길수 있도록 도와주셔서 편했어요. 상담받아보시면 좋으실꺼 같아요"
125,samsung_life,883MORT,7,7707,2016. 04. 13.,4.5,4,5,4,5,결혼을 하게되어서 아파트 구입차 태어나서 처음을 주택담보대출이란걸 받아보게 되었습니다. 집에서 지원해준돈과 대출을 받을 돈으로 해결해야하는 상황에서 입금기한을 맞추려고 좀 빠듯하게 진행하게 되었었는데 복잡할것이라는 우려와 달리 절차도 생각보다 간단하였고 상담사분이 제가 사는 지역까지 찾아와주시는 수고를 해주시는 덕분에 편하게 대출을 받을수 있었습니다. 그리고 상환방법이라던가 금리변동 그리고 중도상환에 대한 설명도 자세히 해주어서 이해하기가 쉬웠고 또한 약간이긴 하지만  금리를 낮추는 좋은방법도 친절하게 설명해주어서 어렵지않게 적당히 낮은 금리로 쉽게 대출을  받을수 있어서 좋았습니다. 
126,samsung_life,883MORT,7,7708,2016. 04. 13.,2.5,3,3,2,2,전세로 살다가 생애 처음으로 갖게된 우리집.. 그러나 주택구입비용이 모자랐던차에 가입해둔 보험이었던 삼성생명을 알아보게 되었는데 나에게는 1금융권의 은행담보대출보다 더 좋은 조건과 더 좋은 금리로 대출을 할수있었습니다. 직원이 대출 받기에 새로운 상품가입에 대한 압박을 준것도 없고 해서 아주 편하게 대출을 받게 되었습니다.
127,samsung_life,883MORT,7,7709,2016. 04. 13.,3.75,3,4,4,4,"주택매매 계약을 하던차
대출은 필요한상태이고 이전 집주인이 삼성생명 대출을 한 상태라 승계받으면서 들어갔다
3.14%의 대출 이자율로 진행했으나 이후 금리가 낮아지며 신규대출상품이 낮은 이율로 나온점에대해서는 아쉽지만
현재 원금+이자로 갚아나감에 있어 불편함이라던지 불이익을따로느낀적은없다
3년이후 중도상환수수료가 없기때문에 그이후 원금상환할예정이다"
128,samsung_life,883MORT,7,7710,2016. 04. 13.,4.5,4,5,4,5,당시 시티은행 대출을 이용하던 중 추가대출을 받아야했었고 중도상환수수료가 없고 변동이율을 적용한다는 점이 좋아 대환을하고 삼성생명으로 갈아탔다. 
129,samsung_life,883MORT,7,7711,2016. 04. 13.,3.25,3,3,3,4,주택구입할때 생각보다 더 대출해야하는상황인데 연락드리니 빠르게 확인해주고 진행되게 도와주셨다 불편한점은 상환하는게 모바일로 바로바로되면좋을텐데 보안카드를 발급받아야만 가능했다 직접 창구를가야하는게 제일불편했다
130,sc,193MORT,13,5339,2016. 05. 01.,5.0,5,5,5,5,검색했는데 바로 나와서 좋아요. 특히 주택담보대출 이자 검색 중이었는데 바로 나와서 좋았어요
131,sc,193MORT,13,5340,2016. 04. 13.,3.25,4,3,3,3,"주택담보대출을 받았는데 낮은 금리가 장점 하지만, 중도상환 이율이 단점"
132,sc,193MORT,13,5341,2016. 04. 13.,3.5,4,4,2,4,"이자금리가 타은행에 비해 저렴하다, 단점은 오프라인 지점수가 적어 방문이 어렵다"
133,sc,193MORT,13,5342,2016. 04. 13.,4.0,4,4,4,4,"금리가 다른은행보다 좋음. 장기고정금리라서 안정적이고 3% 중반으로 받아서 금리도 꽤 나쁘지 않은 듯, 단점은 특별한 단점은 없음"
134,sc,193MORT,13,5343,2016. 04. 13.,3.0,3,3,3,3,"금리변동시 알려주는 서비스가 잘 되어있음, 단점은 고객관리를 안하는거 같음"
135,sc,193MORT,13,5344,2016. 04. 13.,3.25,3,2,4,4,작년에 세입자에게 전세금을 줘야되서 대출을 알아보러 여러 은행을 알아보던 중 스탠다드차타드은행이 주거래 은행이었고 우대금리 혜택을 받아 2.82%로 대출을 할 수 있게되었고 매달 납부해야할 금액을 문자로 알려줘서 잊지않게 해주고 있어서 좋습니다. 
136,sc,193MORT,13,5345,2016. 04. 13.,4.25,4,3,5,5,"후순위 주택담보대출을 알아보던중 주거래은행인 신한은행을 포함하여 시티, 우리, SC은행을 방문하여 비교한 결과 SC은행이 기타 상품을 가입할경우 조건이 좋아 선택하게 되었습니다. SC은행 선릉역점에서 가입했으며 30년 만기조건에 3년 마다 금리가 변동되는 조건으로 진행했습니다. 가입진행절차가 종이가 아닌 전자서류로 진행되어 아이패드를 보며 서명만 하면 되었기에 간편했으며, 매년 원금의 10%까지는 중도상환수수료가 없다는 점도 좋았습니다. 제출서류는 일반적으로 공통적으로 요구하는 서류외에는 없었으며 대출실행일도 빨리 처리되었습니다."
137,sc,193MORT,13,5346,2016. 04. 13.,3.5,3,3,4,4,"주택대출만기로 기존 외환은행이랑 경남은행을 비교하여 sc은행을 선택했는데 기존 고정금리에서 변동금리를 권해서 변경했는데 요즘 변동금리가 불안하네요.카드하나를 신청요구해서 했는데

별 혜택이 없어서 사용안해요"
138,sc,193MORT,13,5347,2016. 04. 13.,2.75,3,2,3,3,결혼하면서 디딤돌대출을받으려고했는데 같은조건에 맞춰 우대해주겠다고 해서 서류절차가 디딤돌에비해 덜까다롭고 시간이 많지 않아서 가까운 은행을 선택했는데 결론적으로 우대금리는 디딤돌에 맞춰 낮게 받았으나 ?디딤돌처럼 고정금리로받고싶었는데 1년금융채 변동금리를 받게되었어요 제가 놓친 부분도있겠지만 ?전 디딤돌과 같은 조건인 고정금리로 알고 시작했는데 완료후보니 변동이여서 착오가있고 취소할수있는 방법도 없어서 난감했습니다 대출시 보다 자세한설명이 있었어야하는데 금리를 낮게 우대해준다는이유로 약간 일방적이였던게있었던것같아서 카드도 만들어야하고 적금도 하나해야하고 카드도 월 얼마 써야하고 초기에 보다 자세한설명후  진행해야하는데 놓친부분이 아쉬
139,sc,193MORT,13,5348,2016. 04. 13.,4.75,4,5,5,5,"주택담보대출 갈아타기를 했음

친구 추천으로 국민은행에서 스탠다드차타드로

타 은행대비 금리가 낮고 주거래 은행이라 우대금리 받기 쉬웠음

대출진행도 집으로 직원이 와서 서류를 제출해서편리했음"
140,sc,193MORT,13,5349,2016. 04. 13.,2.5,3,2,3,2,"주택구입으로 대출진행했습니다. 당시 최저금리였고 우대금리적용 받는 조건도 까다롭지않아 이용하게되었습니다. 다만 아쉬점은 대출 후, 주기적인 고객 관리와 다른시중은행 대비 초기3년 무중도상환수수료 상환 한도가 낮은점입니다."
141,sc,193MORT,13,5350,2016. 04. 13.,4.75,5,4,5,5,주택대출을 삼성화재에서 받고있었는데 금리도 높고 추가 대출금액이 필요했는데 스탠다드차타드은행에서 필요한금액과 낮은금리 원금이자등에대한 상세설명로 내게 필요한 대출을 잘 받았습니다
142,sc,193MORT,13,5351,2016. 04. 13.,2.75,3,2,3,3,작년에 투자목적으로 소형주택을 구입하기위해 스탠다드차타드은행을 통해 대출을 받아 주택을 구입했습니다.그당시 창구직원분이 친절히 상담해주어 편하게 대출을 받았습니다.추천합니다.
143,shinhan,191MORT,27,5288,2016. 04. 26.,4.5,4,4,5,5,"매우편리하고 친절했음
앞으로도 계속 이용할것임
주거래은행 소용없음 
대출 잘해주는데가 짱임"
144,shinhan,191MORT,27,5289,2016. 04. 13.,3.0,3,3,3,3,"집 구매로 인한 대출 인수인계 받았으나 추가 적금 가입 및 특별한 우대를 받은 게 없는 것 같았음 하지만, 많은 고객으로 인해 초기 대비 고객 응대가 좋지 못함"
145,shinhan,191MORT,27,5290,2016. 04. 13.,3.75,4,4,5,2,"비교적 이율을 좋게 받은 거 같음, 단점은 응대를 신입이 해줘서 그런지 상품내용에 대해 잘 모름"
146,shinhan,191MORT,27,5291,2016. 04. 13.,3.0,3,3,3,3,"기존 대출 상품이 있어 빠른 진행을 위헤 사용, 단점은 특정 은행의 문제가 아니라 대출 절차 자체가 까다로운게 문제인 듯"
147,shinhan,191MORT,27,5292,2016. 04. 13.,4.5,5,4,4,5,"친절하고 상품설명 이해가 쉬웠음, 단점은 딱히 불만스러운점이 없음"
148,shinhan,191MORT,27,5293,2016. 04. 13.,3.0,3,3,3,3,"친절한 상담을 통해서 내가 만족할만한 금리를 받게 되어서 좋았다, 단점은 금리는 좋은 거 같으나, 매달 상환금액이 부담스러워 내게 적합한 상품과 상환금액/기간이 설정된게 맞는지 모르겠다"
149,shinhan,191MORT,27,5294,2016. 04. 13.,2.25,2,2,2,3,"친절, 단점은 다른은행과 차이점이 없음"
150,shinhan,191MORT,27,5295,2016. 04. 13.,3.75,3,4,4,4,"상품이 다양함, 단점은 금리가 낮은데 비해서 조건이 까다로움"
151,shinhan,191MORT,27,5296,2016. 04. 13.,4.25,4,4,4,5,"전담 직원이 있어 전화연결도 다이렉트로 되고 수시로 전화하여 알려줌, 단점은 금리가 높다"
152,shinhan,191MORT,27,5297,2016. 04. 13.,3.25,3,3,3,4,"대출이자는 어디든 비슷할것같고 내가 쓰는 주거래은행이라 그냥 편하다, 단점은 주거래은행에 비해 우대가 크지않은것 같다"
153,shinhan,191MORT,27,5298,2016. 04. 13.,3.25,3,3,4,3,금리가 변동금리라 아쉬웠다 대출상담은 처음에 친절하게 해줬지만 다출이 끝나고 중도상환에 대해 다시 설명들을때는 이지가 더 나온다는 식의 설명만 하면서 대출상환에 대해 자세히 설명해주지 않아 아쉬웠다
154,shinhan,191MORT,27,5299,2016. 04. 13.,3.0,3,2,3,4,대출이자가 비교적 저렴하고 취등록세가 면제되어서 선택하게 되었으나 대출조건이 까다롭고 준비해야할 서류와 처리과정이 좀 복잡한점을 단점으로 생각합니다
155,shinhan,191MORT,27,5300,2016. 04. 13.,4.0,3,4,4,5,집을 구입하면서 제일 먼저 주거래은행에 대출을 문의했습니다. 우대금리도 받고 원하는 금액으로 대출을 받아서 좋았습니다. 직접 방문해주셔서 서류구비 후 제출만해서 편리했습니다
156,shinhan,191MORT,27,5301,2016. 04. 13.,5.0,5,5,5,5,"신한은행 주거래 고객입니다.

전문성이 뛰어난 직원의 설명이 만족스러웠고

주거래 고객을 위한 차별화를 가졌으면 합니다."
157,shinhan,191MORT,27,5302,2016. 04. 13.,3.25,2,3,4,4,금리가높아서 많이 아쉬웠다
158,shinhan,191MORT,27,5303,2016. 04. 13.,3.25,3,2,4,4,"신한은행이 주거래 은행이며 신한카드 사용실적,급여통장  설정등 많은 부분을 사용하고 있었다.

주택담보대출을 알아보던 중 신한은행이 제일 금리가 좋았고 담당직원이 친절하고 상세하게 안내해주어서 진행하게 되었다. 주거래 은행이기는 하지만 다른은행에 비해 금리가 크게 차이나지는 않아서 조금 아쉬웠다."
159,shinhan,191MORT,27,5304,2016. 04. 13.,3.25,2,4,3,4,주거래은행인대 우대이율이 별로 적용안됨
160,shinhan,191MORT,27,5305,2016. 04. 13.,2.0,2,2,2,2,아파트가 아닌 주택이라서 담보대출이 2000만원이 최대였습니다 같은가격의 아파트는 몇배이상 대출이 가능한걸로 아는데..적극적으로 대출이율을 봐주지도 은행엔 대출고객이 더 이익이 많이 나는걸로 아는데 별로 신경써준단 느낌이나 친절함은 들지 않았습니다 10년간 주거래은행이라 많은 업무처리 해보았지만 대출할때 직원의 업무처리나 태도가 이렇게 더디고 기분나빴던적은 처음입니다
161,shinhan,191MORT,27,5306,2016. 04. 13.,3.5,3,3,4,4,"아파트를 구매하면서 대출을 받았습니다. 담보 대출이었는데. 당시에는 대출 규제가 있기 전이라 비교적 쉽게 받았구요. 1억8천정도 받았는데, 이율은 코픽스 금리로 3.1%로 받았습니다.  신한은행에서 받았구요, 제 주 거래 은행이라 이전 사용에 비해, 특별히 좋은 점은 잘모르겠는데. 원래 신한은행을 주거래 은행으로 정한 이유가, 일단 다른 은행보다 전반적으로 친절하고, 사용자 편의를 많이 고려한다는 느낌을 주는게 신한은행이었기 때문입니다. 실상 대출이율이나 인터넷뱅킹 등을 비교해보면 신한은행이 혜택이 많은 것도 사실이구요. "
162,shinhan,191MORT,27,5307,2016. 04. 13.,3.75,3,4,4,4,신혼집 마련에 5천만원이 필요하여 아파트담보대출을 받기위해 은행들을 돌아봤는데 신한은행이 가장빠르고 금리도 낮게 대출이 가능하여 신한은행에서 대출을 받게되었습니다.고정금리로 3.06%에 대출받았습니다.
163,shinhan,191MORT,27,5308,2016. 04. 13.,3.0,3,2,3,4,기존 대출이 지방 제2 금융권 대출이어서 대환대출이 쉽지 않아 직접 지방까지 가야 되는 상황이었으나 담당자가 신경써 주어서 잘 처리되었다.
164,shinhan,191MORT,27,5309,2016. 04. 13.,3.25,3,5,2,3,"작년에 주택을 구입하기위해 부동산추천으로 신한은행에서 4천만원정도 대출을 받게 됐습니다.제가 따로 알아본게 아니라 일방적으로 선택을 하게 되었고, 우대금리를 받기위해 따로 통장을 만들고 체크카드 및 적금을 들게 되어서 좀 불편한것 같습니다. "
165,shinhan,191MORT,27,5310,2016. 04. 13.,4.25,4,4,4,5,꼼꼼히알아보시고하세요
166,shinhan,191MORT,27,5311,2016. 04. 13.,3.5,3,3,3,5,"모든 은행이 대동소이한 서비스, 서류 절차, 우대금리 조건을 가지고 있는데
대출시점에 신한이 공격적 영업으로 금리가 가장 쌌음"
167,shinhan,191MORT,27,5312,2016. 04. 13.,3.0,3,3,3,3,정부의 고정금리 상품을 기존대출에서 갈아탐
168,shinhan,191MORT,27,5313,2016. 04. 13.,3.75,5,3,3,4,"주택담보대출이 아닌

일반적으로 급히 필요할때 대출받으려면

시간이 적게 걸릴수록 이율이 높고

대출받는 시간이 까다롭고 오래걸릴수록이율이 낮아집니다.

신용대출인만큼 이유가있겟지만

빠르고 이율도 낮으면 좋을것같습니다."
169,shinhan,191MORT,27,5314,2016. 04. 13.,3.0,3,3,3,3,"아파트 구입 비용으로 1억을 대출 받아야되는 상황에서 주거래 은행을 찾게 되었고, 창구의 직원이 친절한 설명으로 필요한 서류들을 금방 준비할 수 있었습니다. 다만 증명해야 할 것들이 있어 자주 창구를 왔다갔다 해야했던 부분은 아쉬움으로 남습니다."
170,suhyup,848MORT,3,7469,2016. 04. 13.,3.25,3,3,3,4,"대출상담시 친절히 응대해주었다 하지만, 대출우대시 통장에잔액을 계속해서 채워넣어놔야해서 번거롭다"
